scenario_id,scenario_name,mechanism_id,mechanism_name,observable_evidence,journey_stage,alternative_explanation,information_gap,outcome_association,mapping_source
SCN-bce324a1258d,Friction — submitted,BM-006,Friction,"Client backgrounnd vendor running behind, expect another few days. Flagging for visibility.",submitted,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a653834cdcea,Friction — submitted,BM-006,Friction,any upadte on the background check? just want to plan around it.,submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-b84c1db64374,Friction — client_interview_2,BM-006,Friction,"Client background vendor running behind, expect another few days. Noted for the file.",client_interview_2,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f0613d250243,Friction — client_interview_2,BM-006,Friction,"Hi there, is the delay normal? getting a little anxious abotu the timing.",client_interview_2,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6be84c798180,Friction — client_interview_2,BM-006,Friction,is the delay normal? getting a litte anxious about the timing.,client_interview_2,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a5ec7afd5a11,Friction — offer_extended,BM-006,Friction,"Client background vendor running behind, expect another few days.",offer_extended,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ca1eaaa2f8a2,Friction — background_check,BM-006,Friction,is the delay normal? getting a little anxious about the timing. Thanks,background_check,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a1c1cedb499b,Friction — onboarding_docs_sent,BM-006,Friction,Background check fllagged for review - escalating with client.,onboarding_docs_sent,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1716745865c3,Friction — onboarding_docs_sent,BM-006,Friction,is the delay normal? getting a little anxous about the timing.,onboarding_docs_sent,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f894c3f8ba07,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"current employer found out and wants to keep me, going bakc and forth on it.",client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4709f406b8ea,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,Candidate mentioned current employer reached out. Sounded less certain today. Will follow up early next week.,client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6d0d092d9c75,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,Candidate mentioned current employer reached out. Sounded less certain today. No action needed at this time.,client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-d294ef635ad8,Uncertainty / Ambiguity Aversion — offer_extended,BM-029,Uncertainty / Ambiguity Aversion,"Good morning, still sorting a few things internally, can I get back to you in a day or two?",offer_extended,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-56f6e89f05da,Uncertainty / Ambiguity Aversion — offer_extended,BM-029,Uncertainty / Ambiguity Aversion,"Good morning, still sorting a few things internally, can I get back to you in a day or two?",offer_extended,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
