evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-bf9bf62321a0,APP-01089,LOG-007620,2024-05-24 00:00:00,recruiter_note,internal,Client running behinnd on offer letter generation. Keept candidate updated. Will circle back if anything changes.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,Client running behind on offer letter generation. Kept candidate updated.,"just checking, did the offr letter...",8.3,0.6,pending,
EV-c6b44be74f61,APP-01089,LOG-007623,2024-06-05 00:00:00,recruiter_note,internal,"Offer letter delayed on client side, candidate starting to ask about it. Keeping an eye on this one.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"just checking, did the ofefr letter go out...","haven't seen anythinng in my inbox, wanted to follow up. Talk soon",41.0,0.6,pending,
EV-214d96a499f8,APP-01089,LOG-007623,2024-06-05 00:00:00,recruiter_note,internal,"Offer letter delayed on client side, candidate starting to ask about it. Keeping an eye on this one.",process_delay,Communication references a delay in the recruitment process.,moderate,"just checking, did the ofefr letter go out...","haven't seen anythinng in my inbox, wanted to follow up. Talk soon",41.0,0.6,pending,
EV-db064d848999,APP-01089,LOG-007625,2024-06-25 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, I guess just making sure nothing got lost.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"haven't seen anythinng in my inbox, wanted to follow up. Talk soon",,28.6,0.6,pending,
EV-ecbf24aa296f,APP-01089,LOG-007625,2024-06-25 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, I guess just making sure nothing got lost.",process_delay,Communication references a delay in the recruitment process.,moderate,"haven't seen anythinng in my inbox, wanted to follow up. Talk soon",,28.6,0.6,pending,
EV-5ffff0c5a1e7,APP-01090,LOG-007626,2024-06-12 00:00:00,candidate_message,candidate_facing,"so excited about thiis opportunity, thank you!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,,"Good afternoon, this role sounds like a great fit, can't wait to get started.",11.7,0.6,pending,
EV-9cbd051197e8,APP-01090,LOG-007626,2024-06-12 00:00:00,candidate_message,candidate_facing,"so excited about thiis opportunity, thank you!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,,"Good afternoon, this role sounds like a great fit, can't wait to get started.",11.7,0.6,pending,
EV-1c983efbe547,APP-01090,LOG-007627,2024-06-13 00:00:00,candidate_message,candidate_facing,"Good afternoon, this role sounds like a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"so excited about thiis opportunity, thank you!",Candidate very posittive about role and company during screen.,12.2,0.6,pending,
EV-c5e4ea5ba2a1,APP-01090,LOG-007627,2024-06-13 00:00:00,candidate_message,candidate_facing,"Good afternoon, this role sounds like a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"so excited about thiis opportunity, thank you!",Candidate very posittive about role and company during screen.,12.2,0.6,pending,
EV-847b2a653b2c,APP-01090,LOG-007629,2024-06-30 00:00:00,candidate_message,candidate_facing,"this role souunds like a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,Candidate very posittive about role and company during screen.,really appreciate you thinking of me for this one! Best,52.1,0.6,pending,
EV-475e6ed715c4,APP-01090,LOG-007629,2024-06-30 00:00:00,candidate_message,candidate_facing,"this role souunds like a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,Candidate very posittive about role and company during screen.,really appreciate you thinking of me for this one! Best,52.1,0.6,pending,
EV-5c538af079b4,APP-01090,LOG-007630,2024-07-08 00:00:00,candidate_message,candidate_facing,really appreciate you thinking of me for this one! Best,candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"this role souunds like a great fit, can't wait to get started.",,59.2,0.6,pending,
EV-f4ab53999ca7,APP-01093,LOG-007647,2024-11-12 00:00:00,candidate_message,candidate_facing,"not totally sure how that interview went, I...",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,,"not totally surre how that interview went, not 100% sure but it felt a little off.",5.9,0.6,pending,
EV-c68d7a58e35c,APP-01093,LOG-007648,2024-11-13 00:00:00,candidate_message,candidate_facing,"not totally surre how that interview went, not 100% sure but it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"not totally sure how that interview went, I...","wanted to follow up after the interview, wasn't sure I gave the best answers.",29.7,0.6,pending,
EV-e7e24a2e95b0,APP-01093,LOG-007652,2024-12-04 00:00:00,withdrawal_statement,candidate_facing,"Still thinkng about how the interview went and decided to step back, sorry.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"Routine check-in with candidate, no concerns noted. Will follow up early next week.",,48.7,0.75,pending,
EV-5c2b3c918ecd,APP-01094,LOG-007653,2025-01-15 00:00:00,candidate_message,candidate_facing,"Good morning, wait, I thought this role was more focused on prcess improvement, is tht still the case? Appreciate it",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,,"Good morning, wait, I thought this role was more focused on the technical side, is that stlil the case? Talk soon",9.3,0.6,pending,
EV-8dd7b39a67f5,APP-01094,LOG-007654,2025-01-29 00:00:00,candidate_message,candidate_facing,"Good morning, wait, I thought this role was more focused on the technical side, is that stlil the case? Talk soon",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,"Good morning, wait, I thought this role was more focused on prcess improvement, is tht still the case? Appreciate it","Hello, wait, I thought this role was mroe focused on process improvement, is that still the case? TY",17.7,0.6,pending,
EV-5d062e0d0ec1,APP-01094,LOG-007655,2025-01-30 00:00:00,candidate_message,candidate_facing,"Hello, wait, I thought this role was mroe focused on process improvement, is that still the case? TY",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,"Good morning, wait, I thought this role was more focused on the technical side, is that stlil the case? Talk soon","Hi there, The role changed from what we fisrt discussed, not going to work for me, sorry.",11.3,0.6,pending,
EV-5dfcbe23100c,APP-01098,LOG-007677,2024-07-06 00:00:00,candidate_message,candidate_facing,"Hi, still sorting a few things internally, can I get bcak to you by end of week? Best",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"got pulled into a conversation with my current company, will update you soon. Best","Hi there, got pulled into a conversatiion with my current company, will update you soon.",5.4,0.6,pending,
EV-a2ee890e228e,APP-01098,LOG-007677,2024-07-06 00:00:00,candidate_message,candidate_facing,"Hi, still sorting a few things internally, can I get bcak to you by end of week? Best",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,"got pulled into a conversation with my current company, will update you soon. Best","Hi there, got pulled into a conversatiion with my current company, will update you soon.",5.4,0.6,pending,
EV-c42c02e54ea1,APP-01098,LOG-007679,2024-07-19 00:00:00,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today. Will follow up eraly next week.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Hi there, got pulled into a conversatiion with my current company, will update you soon.",my current manager wants to...,6.8,0.75,pending,
EV-1dc2ca54cede,APP-01098,LOG-007680,2024-07-19 00:00:00,candidate_message,candidate_facing,my current manager wants to...,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Candidate mentioned current employer reached out. Sounded less certain today. Will follow up eraly next week.,"Decided to staay put for now, appreciate you working with me on this.",4.3,0.75,pending,
EV-4fca894bc1d0,APP-01099,LOG-007683,2024-10-02 00:00:00,candidate_message,candidate_facing,"really looking forward to getting started, thanks for everything. Thanks!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"Weekly touchpoint completed, candidate expressed appreciation for communication. Will follow up early next week.","Quick note - proactive check-in call, candidate remains highly engaged and positive.",25.1,0.6,pending,
EV-d1e88b906685,APP-01102,LOG-007701,2024-12-25 00:00:00,candidate_message,candidate_facing,"Hey, wait, is this fully remote or do I need to cme in sometimes? Appreciate it",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,,"Candidate surprised by onsite expectation, discussed further with client. Will circle back if anything changes.",2.6,0.6,pending,
EV-2ea3113d3385,APP-01102,LOG-007702,2024-12-30 00:00:00,recruiter_note,internal,"Candidate surprised by onsite expectation, discussed further with client. Will circle back if anything changes.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,"Hey, wait, is this fully remote or do I need to cme in sometimes? Appreciate it","Candidate surprised by onsite expectation, discussed further with client.",3.3,0.6,pending,
