evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-1c715bbb2ae6,APP-00966,"Hi there, can you clarify how many days onsite are expected?",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-3150a64be208,APP-00966,"Hi there, can you clarify how many days onsite are expected?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-f4e7b78c8c4c,APP-00966,"Hi there, wait, is this fully remote or do I need to come in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-a0d08ad1f9ca,APP-00966,"Hi there, wait, is this fully remote or do I need to come in sometimes?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-9fdcf64237fa,APP-00966,"Update - candidate surprised by onsite expectation, disucssed further with client.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-577ca6ba8f53,APP-00966,"Hi, wait, is this fully remote or do I need to coem in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-6dc541bf2e95,APP-00966,"Hi, wait, is this fully remote or do I need to coem in sometimes?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-3fa9bee8bbc7,APP-00966,"Clarified work arragnement with candidate, some confusion form job posting language.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-2b0b8badcace,APP-00966,"Candidate surprised by onsite expectation, discussed frther with client. Flagging for visibility.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-366a9fb87a3e,APP-00967,Update - working with candidate and client to adjust start date around notice period. Noted for the file.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-decd01658e50,APP-00967,Working with candidate and client to adjust start date around notice period. Will follow up eraly next week.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-a768ac0226c5,APP-00967,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-2b72e5b5bdf1,APP-00967,"my current employer wants three weeks notice, is that gonig to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-813ecb80eead,APP-00967,"my current employer wants three weeks notice, is that gonig to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-f75dac7f1df5,APP-00967,Discussed notice period - candidate's current employer requesting longer transition. Keeping an eye on this one.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-a9d1d5bdfb45,APP-00968,"trying to work out my ntice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-f14d0fd8f1e6,APP-00968,"trying to work out my ntice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-2be940f8fbc2,APP-00968,Discussed notice period - candidate's current employer requesting longer transition. Will circle back if anything changes.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-8f5525229c11,APP-00968,"Hi, my current employer wants two weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-2a2f4e11e853,APP-00968,"Hi, my current employer wants two weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-77b153c9553c,APP-00968,"Good afternoon, my current employeer wants two weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-ac80e7205223,APP-00969,"FYI, brief call - candidate said manager asked to speak with them again. Will follow up by end of week.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-be9e552c95e4,APP-00969,"Hi there, tihngs came up at my current job, need a bit more time to think. Thank you",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-d17478f6a097,APP-00969,"Hi there, tihngs came up at my current job, need a bit more time to think. Thank you",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-696178d01fd9,APP-00969,"Quick note - candidate hedging on timeline, referenced an internal conversation at current job.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-a5529594ed94,APP-00969,Brief call - candidate said manager asked to speak with theem again. Will follow up soon. No action needed at this time.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-de17770fb698,APP-00969,"still sorting a few things internally, can I get bck to you tomorrow?",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-d0fd90bdd69c,APP-00969,"still sorting a few things internally, can I get bck to you tomorrow?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-fa7ada2537a3,APP-00969,"still sorting a few things internally, can I get bck to you tomorrow?",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-e4835218537a,APP-00969,my cuurrent manager wants to talk again before I finalize anything. Thanks,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-92d7a972cf08,APP-00970,"Per today's call, candidate confirmed all onboarding stesp complete. Will circle back if anything changes.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-d23df8e38c61,APP-00970,Candidate confirmed all onboarding steps complete. Will check in again in a few days.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-ff2cc930c370,APP-00972,"Candidate hedging on timeline, referenced an internal conversation at current job. Will folow up ealry next week.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-d3567a34a19c,APP-00972,my curent manager wants to talk again before I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-b4b70b2a6902,APP-00972,Candidate mentioned current employer reacheed out. Sounded less certain today.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-a6d5fb5852f8,APP-00972,"Hi there, my current manager wants to talk again before I finalize anything. Appreciate it",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-94d045a7c5e9,APP-00972,"Went with the counteroffer from my current employer, soorry for the back and forth.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-5c36d04ad4fb,APP-00974,"Candidate raised commute/transportation concern, discussed options. Will follow up early next week.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-ae363a0db7f9,APP-00974,"Candidate raised commute/transportation concern, discussed options. Will follow up early next week.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-c36e676ae297,APP-00974,"Canndidate raised commute/transportation concern, discussed options.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-97d691a629bb,APP-00974,"jst realized the commute is longer than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-5a305013427f,APP-00974,"just realized the commute is longger than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-b092765d4836,APP-00974,"Candidate raised commute/transportation concern, discussde options. Will check in agaiin in a few days.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-e1b6c456df15,APP-00974,"Per today's call, candidate raised commute/transportation concern, discussed options.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-c7b693a1ada7,APP-00974,"Note: candidate raised commute/transportation concern, discussed options.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-aa1660593f3c,APP-00974,"FYI, candidate raised commute/transportation concern, discussed options. No action needed at this time.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-4cdfd33872ca,APP-00976,my current manager wants to talk again beffore I finalize anything. thx!,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-c10945522b8e,APP-00976,"Candidate hedging on timeline, referenced an internal conversation at current job. Will follow up early next week.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
