evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-f82df5cc26fc,44,44,True,1,False,True,medium,same_application_duplicate,exact text repeated 44x overall; also repeated within the same application; appears across 29 distinct applications (>= 8 treated as template-scale)
EV-00910d41203c,44,44,True,1,False,True,medium,same_application_duplicate,exact text repeated 44x overall; also repeated within the same application; appears across 29 distinct applications (>= 8 treated as template-scale)
EV-7c885fb3cc95,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f23d0e9d2223,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-99058b1437c0,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-288dc0e98f34,13,13,False,1,False,True,medium,likely_template,exact text repeated 13x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-a16b8595e187,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0a261cead165,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2e479d0b98f9,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-7774c8d0e222,31,31,False,1,False,True,medium,likely_template,exact text repeated 31x overall; appears across 28 distinct applications (>= 8 treated as template-scale)
EV-a9f9c888efb9,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-3d3b3e1c47df,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-74a00d36f640,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b77763bf110f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6952d18efdf0,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-ac06e571ca34,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9353affe77df,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7faa83c08c8d,25,25,False,1,False,True,medium,likely_template,exact text repeated 25x overall; appears across 19 distinct applications (>= 8 treated as template-scale)
EV-a5101c797701,12,12,True,2,True,False,high,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d9c5fad53d3d,12,12,True,2,True,False,high,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-efc406e8cbd8,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-61fcd397d0da,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-db3996e706cf,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-662ee10256e8,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-58cca4a0f52f,16,16,False,1,False,True,low,likely_template,exact text repeated 16x overall; appears across 14 distinct applications (>= 8 treated as template-scale)
EV-00646bdfb967,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-d127b004c1f1,13,13,False,1,False,True,low,likely_template,exact text repeated 13x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-07dc6076cc4a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-bffcf11b3c27,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-69c6b67d35ba,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-761e5cbb7b3e,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 9 distinct applications (>= 8 treated as template-scale)
EV-3f2fb17149dc,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-f982dd4bbd59,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-3927d6240be8,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-f47c060247e7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-3eaa6608f8ad,13,13,False,1,False,True,low,likely_template,exact text repeated 13x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-ecc36d2eb438,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-c336202eff91,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-710686b61ff1,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-06adbca48cf9,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-49696f20601f,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-347a376f00ca,7,7,False,1,False,False,high,repeated_but_usable,exact text repeated 7x overall
EV-fba3dc7f356a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-839b89236d24,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5c933c9185f7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b50b01b9f7f4,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-f9e8779359b4,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-86ae87ceabc1,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7eb4165ae115,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-4e24ad373140,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a8deff6732b3,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-84279730d03c,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d5bbc93d4700,24,24,False,1,False,True,medium,likely_template,exact text repeated 24x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-6c928175c34e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7a86def66e46,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-9d8be7fec5b7,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c4475e6184fb,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-46edfd551b27,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-448f7a7a4079,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-92dab8d90672,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-80e6b2dadee2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-bdb7d98a2a1a,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-e9261c16564b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-547e10e40e95,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6fe1a5b1fcc6,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2056641f04d6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-16556616ccb2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-db1b6d619fa8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-941585f816f0,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0abf713f7581,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
